station_name,lines,station_id,lat,lon,source,source_url,extracted_on,line_count,is_transfer,degree
陈寨,7号线,ZZS_d8521d5c3b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
陈寨东,4号线,ZZS_548bc6fa98,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
颍川路,郑许线,ZZS_9148507447,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
马寨,6号线,ZZS_485552a0e0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
高铁公园,8号线,ZZS_371844c59b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
鲁庙,8号线,ZZS_b2a66125f0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
鹿鸣湖,郑许线,ZZS_5c63070ae3,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
黄河南路,1号线,ZZS_b8d795b006,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
黄河路,2号线|5号线,ZZS_7dd13fd23f,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
黄河迎宾馆,2号线|7号线,ZZS_abc078ccd5,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
齐礼阎,5号线,ZZS_9a26907088,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
龙子湖,12号线|1号线,ZZS_b0ac143899,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
龙子湖东,12号线,ZZS_4eb4353851,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
龙湖中环北,4号线,ZZS_9965eccc39,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
龙湖中环南,12号线|4号线|8号线,ZZS_eda0ec6e78,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,3,1,6
龙湖北,12号线|4号线,ZZS_dbb2385d18,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,3
龙湖南,4号线,ZZS_25a4eab92b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
龙王,郑许线,ZZS_45b435a34a,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
龙王南,郑许线,ZZS_8838532f74,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
龙王庙,8号线,ZZS_05998450f4,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
龙翔桥,12号线,ZZS_b4e7594df2,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
