edge_id,line,u_station_id,v_station_id,u_station_name,v_station_name,u_seq,v_seq,edge_type,is_undirected,weight
E_140cee735f93,8号线,ZZS_d9b30933bc,ZZS_4b22562d02,轻工业大学,祥营,2,3,track_adjacent,1,1.0
E_4f499204e09f,8号线,ZZS_4b22562d02,ZZS_e4b35b2f4d,祥营,郑州大学,3,4,track_adjacent,1,1.0
E_6c1563587453,8号线,ZZS_e4b35b2f4d,ZZS_afbafd2356,郑州大学,银屏路,4,5,track_adjacent,1,1.0
E_8c6859ca24b9,8号线,ZZS_afbafd2356,ZZS_a6984fc653,银屏路,冬青街,5,6,track_adjacent,1,1.0
E_2347ccc9618e,8号线,ZZS_a6984fc653,ZZS_8e500de2da,冬青街,南流,6,7,track_adjacent,1,1.0
E_0d41a716efdc,8号线,ZZS_8e500de2da,ZZS_14975bb40b,南流,大学科技园,7,8,track_adjacent,1,1.0
E_047da9ecfaab,8号线,ZZS_14975bb40b,ZZS_1da410d5c4,大学科技园,五龙口,8,9,track_adjacent,1,1.0
E_635d9e64ab45,8号线,ZZS_1da410d5c4,ZZS_973f67bf8a,五龙口,同乐,9,10,track_adjacent,1,1.0
E_5732efc87f45,8号线,ZZS_973f67bf8a,ZZS_479fe26d80,同乐,省中医院,10,11,track_adjacent,1,1.0
E_820acb20f999,8号线,ZZS_479fe26d80,ZZS_d86aaedd03,省中医院,白庙,11,12,track_adjacent,1,1.0
E_e9e3ca55ccbd,8号线,ZZS_d86aaedd03,ZZS_ff491e6fdf,白庙,东风路,12,13,track_adjacent,1,1.0
E_ae1e24805ff8,8号线,ZZS_ff491e6fdf,ZZS_1798713287,东风路,枣庄,13,14,track_adjacent,1,1.0
E_0490a6826307,8号线,ZZS_1798713287,ZZS_1f9e3949c9,枣庄,小营,14,15,track_adjacent,1,1.0
E_6b11144f0ddd,8号线,ZZS_1f9e3949c9,ZZS_eda0ec6e78,小营,龙湖中环南,15,16,track_adjacent,1,1.0
E_f76c9c5117ea,8号线,ZZS_eda0ec6e78,ZZS_53800581f9,龙湖中环南,郑大一附院东区,16,17,track_adjacent,1,1.0
E_883ccfdbbac5,8号线,ZZS_53800581f9,ZZS_371844c59b,郑大一附院东区,高铁公园,17,18,track_adjacent,1,1.0
E_20152dab2b96,8号线,ZZS_371844c59b,ZZS_d42cc93ba3,高铁公园,畅和街,18,19,track_adjacent,1,1.0
E_28cf20973088,8号线,ZZS_d42cc93ba3,ZZS_ff6940526d,畅和街,郑州东站,19,20,track_adjacent,1,1.0
E_475308b0dac2,8号线,ZZS_ff6940526d,ZZS_b5c4192440,郑州东站,圃田西,20,21,track_adjacent,1,1.0
E_06983b913824,8号线,ZZS_b5c4192440,ZZS_183636a902,圃田西,圃田,21,22,track_adjacent,1,1.0
E_83990e5830b1,8号线,ZZS_183636a902,ZZS_8613b32067,圃田,省社科院,22,23,track_adjacent,1,1.0
E_fa1f9192ffdc,8号线,ZZS_8613b32067,ZZS_92917e47af,省社科院,福泽路,23,24,track_adjacent,1,1.0
E_db73639ad687,8号线,ZZS_92917e47af,ZZS_2dccccd192,福泽路,李湖桥,24,25,track_adjacent,1,1.0
E_9309f93dbf47,8号线,ZZS_2dccccd192,ZZS_05998450f4,李湖桥,龙王庙,25,26,track_adjacent,1,1.0
E_b9d75dadfcd5,8号线,ZZS_05998450f4,ZZS_69db9cfc46,龙王庙,绿博园,26,27,track_adjacent,1,1.0
E_ee0c7ab1b195,8号线,ZZS_69db9cfc46,ZZS_b2a66125f0,绿博园,鲁庙,27,28,track_adjacent,1,1.0
E_194aa466ca52,城郊线,ZZS_54adf32b6c,ZZS_7a33fc56d1,南四环,十八里河,1,2,track_adjacent,1,1.0
E_a4c8b405b39b,城郊线,ZZS_7a33fc56d1,ZZS_afdeac8ac7,十八里河,沙窝李,2,3,track_adjacent,1,1.0
E_c9120b576a6d,城郊线,ZZS_afdeac8ac7,ZZS_63fa0eb855,沙窝李,双湖大道,3,4,track_adjacent,1,1.0
E_55743172d4bc,城郊线,ZZS_63fa0eb855,ZZS_5ce22f5450,双湖大道,小乔,4,5,track_adjacent,1,1.0
E_499ca7fa6ac5,城郊线,ZZS_5ce22f5450,ZZS_21e3ae133c,小乔,华南城西,5,6,track_adjacent,1,1.0
E_2511bcfc7f20,城郊线,ZZS_21e3ae133c,ZZS_4db99ddb57,华南城西,华南城,6,7,track_adjacent,1,1.0
E_9d764fabd8c9,城郊线,ZZS_4db99ddb57,ZZS_6e6f33dc37,华南城,华南城东,7,8,track_adjacent,1,1.0
E_54d627178d94,城郊线,ZZS_6e6f33dc37,ZZS_d0e428cc6b,华南城东,孟庄,8,9,track_adjacent,1,1.0
E_2d5854073e38,城郊线,ZZS_d0e428cc6b,ZZS_4c088f0629,孟庄,港区北,9,10,track_adjacent,1,1.0
E_747cd8879328,城郊线,ZZS_4c088f0629,ZZS_1d568209e2,港区北,康平湖,10,11,track_adjacent,1,1.0
E_623743cc4eb1,城郊线,ZZS_1d568209e2,ZZS_4ff5935177,康平湖,兰河公园,11,12,track_adjacent,1,1.0
E_93fbd8ad8fa5,城郊线,ZZS_4ff5935177,ZZS_3e49b8e765,兰河公园,恩平湖,12,13,track_adjacent,1,1.0
E_84bad00c4240,城郊线,ZZS_3e49b8e765,ZZS_2b74f7ecc4,恩平湖,综合保税区,13,14,track_adjacent,1,1.0
E_88472f4a48b3,城郊线,ZZS_2b74f7ecc4,ZZS_9a0290117b,综合保税区,新郑机场,14,15,track_adjacent,1,1.0
E_911aa5eb9586,城郊线,ZZS_9a0290117b,ZZS_a4bd95d57e,新郑机场,机场东,15,16,track_adjacent,1,1.0
E_030d69d29c19,城郊线,ZZS_a4bd95d57e,ZZS_3258f191b1,机场东,港区会展,16,17,track_adjacent,1,1.0
E_7b25ed5873c5,城郊线,ZZS_3258f191b1,ZZS_eef68bcc4f,港区会展,郑州航空港站,17,18,track_adjacent,1,1.0
E_d508f6b37fa0,郑许线,ZZS_bbbbcdb24d,ZZS_4c088f0629,长安路北,港区北,1,2,track_adjacent,1,1.0
E_80e42e55dc1d,郑许线,ZZS_4c088f0629,ZZS_1f7dc8a65a,港区北,文体中心,2,3,track_adjacent,1,1.0
E_96325d426d19,郑许线,ZZS_1f7dc8a65a,ZZS_ebaef5d27b,文体中心,枣园,3,4,track_adjacent,1,1.0
E_d31fd5e43ed1,郑许线,ZZS_ebaef5d27b,ZZS_5d8826907f,枣园,翱翔路,4,5,track_adjacent,1,1.0
E_7873a1ec633a,郑许线,ZZS_5d8826907f,ZZS_e951174f12,翱翔路,长安路南,5,6,track_adjacent,1,1.0
E_8876b39321f7,郑许线,ZZS_e951174f12,ZZS_9a0290117b,长安路南,新郑机场,6,7,track_adjacent,1,1.0
E_2610091115dc,郑许线,ZZS_9a0290117b,ZZS_721efabad4,新郑机场,遵大路,7,8,track_adjacent,1,1.0
E_1c9be426ecce,郑许线,ZZS_721efabad4,ZZS_0f8adc1496,遵大路,苑陵故城西,8,9,track_adjacent,1,1.0
E_ffb8d0fd62df,郑许线,ZZS_0f8adc1496,ZZS_8fd42d1a04,苑陵故城西,洵美路,9,10,track_adjacent,1,1.0
E_9b088b6fce57,郑许线,ZZS_8fd42d1a04,ZZS_45b435a34a,洵美路,龙王,10,11,track_adjacent,1,1.0
E_d767499dcef7,郑许线,ZZS_45b435a34a,ZZS_8838532f74,龙王,龙王南,11,12,track_adjacent,1,1.0
E_87f62e67e190,郑许线,ZZS_8838532f74,ZZS_7af2d857e7,龙王南,双鹤湖北,12,13,track_adjacent,1,1.0
E_00258a343e3b,郑许线,ZZS_7af2d857e7,ZZS_34a20fb268,双鹤湖北,双鹤湖,13,14,track_adjacent,1,1.0
E_12852a548985,郑许线,ZZS_34a20fb268,ZZS_34069e58e5,双鹤湖,双鹤湖南,14,15,track_adjacent,1,1.0
E_96ad9546e821,郑许线,ZZS_34069e58e5,ZZS_6dc0109470,双鹤湖南,八千,15,16,track_adjacent,1,1.0
E_c03fd839eca8,郑许线,ZZS_6dc0109470,ZZS_f8022f5ac8,八千,双庙李,16,17,track_adjacent,1,1.0
E_746ab892cbb4,郑许线,ZZS_f8022f5ac8,ZZS_8a7aa5c8f9,双庙李,大周,17,18,track_adjacent,1,1.0
E_7b7675d93986,郑许线,ZZS_8a7aa5c8f9,ZZS_9148507447,大周,颍川路,18,19,track_adjacent,1,1.0
E_b79f5d66be68,郑许线,ZZS_9148507447,ZZS_b07727d50b,颍川路,葛天源,19,20,track_adjacent,1,1.0
E_2deb85127fc3,郑许线,ZZS_b07727d50b,ZZS_f158b4d09f,葛天源,永和路,20,21,track_adjacent,1,1.0
E_a205e22b787b,郑许线,ZZS_f158b4d09f,ZZS_6183e5bf7e,永和路,农大路,21,22,track_adjacent,1,1.0
E_6587c99c7797,郑许线,ZZS_6183e5bf7e,ZZS_c87aa9753c,农大路,体育中心,22,23,track_adjacent,1,1.0
E_cb439d9d8703,郑许线,ZZS_c87aa9753c,ZZS_102923cded,体育中心,电气谷,23,24,track_adjacent,1,1.0
E_2a34bb82c4ae,郑许线,ZZS_102923cded,ZZS_74b7b3e8db,电气谷,芙蓉湖,24,25,track_adjacent,1,1.0
E_c69c07a4f65e,郑许线,ZZS_74b7b3e8db,ZZS_5c63070ae3,芙蓉湖,鹿鸣湖,25,26,track_adjacent,1,1.0
E_988ffcf6c4ea,郑许线,ZZS_5c63070ae3,ZZS_559f31d846,鹿鸣湖,许昌东,26,27,track_adjacent,1,1.0
