sample_id,doc_id,sample_type,source_domain,source_type,publish_date,text,pseudo_label,label_name,label_conf,severity,split,conformal_role,need_human_review,sample_published_at,sample_publish_time_source,sample_publish_time_conf,sample_ts_hour,event_published_at,event_start_time,event_time_source,event_time_confidence
ZZM_CN_bbd33ea3d80b_TITLE_LEAD_47faa63896,ZZM_CN_bbd33ea3d80b,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-12-14,"公司荣获2022年度网络主题宣传活动特殊贡献奖 12月13日，在郑州市委网信办2022年度郑州市网络主题活动评选中，公司获得特殊贡献奖。... 12月13日，在郑州市委网信办2022年度郑州市网络主题活动评选中，公司获得特殊贡献奖。
公司荣获2022年度网络主题宣传活动特殊贡献奖
阅读次数: 11675
发布时间: 2022-12-14 09:25",3,facility_equipment,0.2,0,unassigned,unassigned,0,2022-12-14 09:25:00,page_publish_time,0.85,2022-12-14 09:00:00,2022-12-14 09:25:00,2022-12-14 09:25:00,proxy_page_publish_time,0.55
ZZM_CN_bbd33ea3d80b_CHUNK_1_e30c9e70f5,ZZM_CN_bbd33ea3d80b,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-12-14,公司荣获2022年度网络主题宣传活动特殊贡献奖,3,facility_equipment,0.2,0,unassigned,unassigned,0,2022-12-14 09:00:00,publish_date_only,0.35,2022-12-14 09:00:00,2022-12-14 09:25:00,2022-12-14 09:25:00,proxy_page_publish_time,0.55
ZZM_CN_bbd33ea3d80b_CHUNK_3_d6866ce274,ZZM_CN_bbd33ea3d80b,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-12-14,发布时间: 2022-12-14 09:25,0,normal_info,0.0,0,unassigned,unassigned,1,2022-12-14 09:25:00,page_publish_time,0.85,2022-12-14 09:00:00,2022-12-14 09:25:00,2022-12-14 09:25:00,proxy_page_publish_time,0.55
ZZM_CN_8a11b7329e0a_TITLE_89cea755c2,ZZM_CN_8a11b7329e0a,TITLE,zzmetro.cn,zzmetro_cn_news,2022-12-09,晶晶服务品牌荣获“优秀文化品牌”荣誉称号 11月28日，由中国交通报社、中国交通报刊协会主办的“交通强国 品牌力量”第四届交通运输优秀文化品牌推选活动落下了帷幕。活动自5月启动以来，共有298个文化品牌入围，经过资料初审、场外评审、专家评审三个环节的激烈角逐，郑州地铁“晶晶服务”品牌脱颖而出，荣获了第四届交通运输优秀文化品牌推选活动“优秀文化品牌”荣誉称号。... 11月28日，由中国交通报社、中,0,normal_info,0.2,0,unassigned,unassigned,0,2022-12-09 09:00:00,publish_date_only,0.35,2022-12-09 09:00:00,2022-12-09 19:08:00,2022-12-09 19:08:00,proxy_page_publish_time,0.55
ZZM_CN_8a11b7329e0a_TITLE_LEAD_5071726c88,ZZM_CN_8a11b7329e0a,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-12-09,"晶晶服务品牌荣获“优秀文化品牌”荣誉称号 11月28日，由中国交通报社、中国交通报刊协会主办的“交通强国 品牌力量”第四届交通运输优秀文化品牌推选活动落下了帷幕。活动自5月启动以来，共有298个文化品牌入围，经过资料初审、场外评审、专家评审三个环节的激烈角逐，郑州地铁“晶晶服务”品牌脱颖而出，荣获了第四届交通运输优秀文化品牌推选活动“优秀文化品牌”荣誉称号。... 11月28日，由中国交通报社、中
晶晶服务品牌荣获“优秀文化品牌”荣誉称号
阅读次数: 12793
发布时间: 2022-12-09 19:08",0,normal_info,0.2,0,unassigned,unassigned,0,2022-12-09 19:08:00,page_publish_time,0.85,2022-12-09 19:00:00,2022-12-09 19:08:00,2022-12-09 19:08:00,proxy_page_publish_time,0.55
ZZM_CN_8a11b7329e0a_CHUNK_1_2a91670550,ZZM_CN_8a11b7329e0a,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-12-09,晶晶服务品牌荣获“优秀文化品牌”荣誉称号,0,normal_info,0.2,0,unassigned,unassigned,0,2022-12-09 09:00:00,publish_date_only,0.35,2022-12-09 09:00:00,2022-12-09 19:08:00,2022-12-09 19:08:00,proxy_page_publish_time,0.55
ZZM_CN_8a11b7329e0a_CHUNK_3_bb5433d787,ZZM_CN_8a11b7329e0a,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-12-09,发布时间: 2022-12-09 19:08,0,normal_info,0.0,0,unassigned,unassigned,1,2022-12-09 19:08:00,page_publish_time,0.85,2022-12-09 19:00:00,2022-12-09 19:08:00,2022-12-09 19:08:00,proxy_page_publish_time,0.55
ZZM_CN_721b60deff3e_TITLE_fad6139ca9,ZZM_CN_721b60deff3e,TITLE,zzmetro.cn,zzmetro_cn_news,2022-11-02,公司领导实地察看在建线路疫情防控及施工围挡优化瘦身情况 11月1日下午，为深入贯彻落实市委主要领导重要指示精神，公司党委书记、董事长许振带领建设分公司相关负责人实地察看在建线路疫情防控、复工复产及施工围挡情况，安排部署占压市政道路施工围挡优化及还路工作。... 11月1日下午，为深入贯彻落实市委主要领导重要指示精神，公司党委书记、董事长许振带领建设分公司相关负责人实地察看在建线路疫情防控、复工复产,4,crowd_weather_external,0.2,0,unassigned,unassigned,0,2022-11-02 09:00:00,publish_date_only,0.35,2022-11-02 09:00:00,2022-11-02 15:20:00,2022-11-02 15:20:00,proxy_page_publish_time,0.55
ZZM_CN_721b60deff3e_TITLE_LEAD_6625bb6b30,ZZM_CN_721b60deff3e,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-11-02,"公司领导实地察看在建线路疫情防控及施工围挡优化瘦身情况 11月1日下午，为深入贯彻落实市委主要领导重要指示精神，公司党委书记、董事长许振带领建设分公司相关负责人实地察看在建线路疫情防控、复工复产及施工围挡情况，安排部署占压市政道路施工围挡优化及还路工作。... 11月1日下午，为深入贯彻落实市委主要领导重要指示精神，公司党委书记、董事长许振带领建设分公司相关负责人实地察看在建线路疫情防控、复工复产
公司领导实地察看在建线路疫情防控及施工围挡优化瘦身情况
阅读次数: 22549
发布时间: 2022-11-02 15:20",4,crowd_weather_external,0.2,0,unassigned,unassigned,0,2022-11-02 15:20:00,page_publish_time,0.85,2022-11-02 15:00:00,2022-11-02 15:20:00,2022-11-02 15:20:00,proxy_page_publish_time,0.55
ZZM_CN_721b60deff3e_CHUNK_1_cee2318cd7,ZZM_CN_721b60deff3e,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-11-02,公司领导实地察看在建线路疫情防控及施工围挡优化瘦身情况,4,crowd_weather_external,0.2,0,unassigned,unassigned,0,2022-11-02 09:00:00,publish_date_only,0.35,2022-11-02 09:00:00,2022-11-02 15:20:00,2022-11-02 15:20:00,proxy_page_publish_time,0.55
ZZM_CN_721b60deff3e_CHUNK_3_1cd303d0da,ZZM_CN_721b60deff3e,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-11-02,发布时间: 2022-11-02 15:20,0,normal_info,0.0,0,unassigned,unassigned,1,2022-11-02 15:20:00,page_publish_time,0.85,2022-11-02 15:00:00,2022-11-02 15:20:00,2022-11-02 15:20:00,proxy_page_publish_time,0.55
ZZM_CN_b55589a6e21f_TITLE_cb59b17c85,ZZM_CN_b55589a6e21f,TITLE,zzmetro.cn,zzmetro_cn_news,2022-10-29,公司召开联席办公会　深入学习宣传贯彻党的二十大精神 10月29日，公司召开联席办公会，严格落实“第一议题”制度，深入学习宣传贯彻党的二十大精神。公司党委书记、董事长许振主持会议并讲话，公司领导班子成员参加会议。... 10月29日，公司召开联席办公会，严格落实“第一议题”制度，深入学习宣传贯彻党的二十大精神。公司党委书记、董事长许振主持会议并讲话，公司领导班子成员参加会议。,0,normal_info,0.6,0,unassigned,unassigned,0,2022-10-29 09:00:00,publish_date_only,0.35,2022-10-29 09:00:00,2022-10-29 20:00:00,2022-10-29 20:00:00,proxy_page_publish_time,0.55
ZZM_CN_b55589a6e21f_TITLE_LEAD_b986da633a,ZZM_CN_b55589a6e21f,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-10-29,"公司召开联席办公会　深入学习宣传贯彻党的二十大精神 10月29日，公司召开联席办公会，严格落实“第一议题”制度，深入学习宣传贯彻党的二十大精神。公司党委书记、董事长许振主持会议并讲话，公司领导班子成员参加会议。... 10月29日，公司召开联席办公会，严格落实“第一议题”制度，深入学习宣传贯彻党的二十大精神。公司党委书记、董事长许振主持会议并讲话，公司领导班子成员参加会议。
公司召开联席办公会　深入学习宣传贯彻党的二十大精神
阅读次数: 20161
发布时间: 2022-10-29 20:00",0,normal_info,0.6,0,unassigned,unassigned,0,2022-10-29 20:00:00,page_publish_time,0.85,2022-10-29 20:00:00,2022-10-29 20:00:00,2022-10-29 20:00:00,proxy_page_publish_time,0.55
ZZM_CN_b55589a6e21f_CHUNK_1_0d080ac4b4,ZZM_CN_b55589a6e21f,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-10-29,公司召开联席办公会　深入学习宣传贯彻党的二十大精神,0,normal_info,0.4,0,unassigned,unassigned,0,2022-10-29 09:00:00,publish_date_only,0.35,2022-10-29 09:00:00,2022-10-29 20:00:00,2022-10-29 20:00:00,proxy_page_publish_time,0.55
ZZM_CN_b55589a6e21f_CHUNK_3_0d8cee78c2,ZZM_CN_b55589a6e21f,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-10-29,发布时间: 2022-10-29 20:00,0,normal_info,0.0,0,unassigned,unassigned,1,2022-10-29 20:00:00,page_publish_time,0.85,2022-10-29 20:00:00,2022-10-29 20:00:00,2022-10-29 20:00:00,proxy_page_publish_time,0.55
ZZM_CN_4acfc3c1623f_TITLE_c6eceb3376,ZZM_CN_4acfc3c1623f,TITLE,zzmetro.cn,zzmetro_cn_news,2022-10-24,未来五年，我们这样干！ 党的二十大报告解读——未来五年，我们这样干！... 党的二十大报告解读——未来五年，我们这样干！,0,normal_info,0.2,0,unassigned,unassigned,0,2022-10-24 09:00:00,publish_date_only,0.35,2022-10-24 09:00:00,2022-10-24 15:35:00,2022-10-24 15:35:00,proxy_page_publish_time,0.55
ZZM_CN_4acfc3c1623f_TITLE_LEAD_fbda5bb694,ZZM_CN_4acfc3c1623f,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-10-24,"未来五年，我们这样干！ 党的二十大报告解读——未来五年，我们这样干！... 党的二十大报告解读——未来五年，我们这样干！
未来五年，我们这样干！
阅读次数: 18886
发布时间: 2022-10-24 15:35",0,normal_info,0.2,0,unassigned,unassigned,0,2022-10-24 15:35:00,page_publish_time,0.85,2022-10-24 15:00:00,2022-10-24 15:35:00,2022-10-24 15:35:00,proxy_page_publish_time,0.55
ZZM_CN_4acfc3c1623f_CHUNK_3_8f13a5c70c,ZZM_CN_4acfc3c1623f,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-10-24,发布时间: 2022-10-24 15:35,0,normal_info,0.0,0,unassigned,unassigned,1,2022-10-24 15:35:00,page_publish_time,0.85,2022-10-24 15:00:00,2022-10-24 15:35:00,2022-10-24 15:35:00,proxy_page_publish_time,0.55
ZZM_CN_4a0d1b96dd37_TITLE_758d6f8b7f,ZZM_CN_4a0d1b96dd37,TITLE,zzmetro.cn,zzmetro_cn_news,2022-10-20,9个字细读党的二十大报告 9个字细读党的二十大报告... 9个字细读党的二十大报告,0,normal_info,0.2,0,unassigned,unassigned,0,2022-10-20 09:00:00,publish_date_only,0.35,2022-10-20 09:00:00,2022-10-20 15:00:00,2022-10-20 15:00:00,proxy_page_publish_time,0.55
ZZM_CN_4a0d1b96dd37_TITLE_LEAD_0be741d290,ZZM_CN_4a0d1b96dd37,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-10-20,"9个字细读党的二十大报告 9个字细读党的二十大报告... 9个字细读党的二十大报告
9个字细读党的二十大报告
阅读次数: 15997
发布时间: 2022-10-20 15:00",0,normal_info,0.2,0,unassigned,unassigned,0,2022-10-20 15:00:00,page_publish_time,0.85,2022-10-20 15:00:00,2022-10-20 15:00:00,2022-10-20 15:00:00,proxy_page_publish_time,0.55
ZZM_CN_4a0d1b96dd37_CHUNK_3_4690c66a4a,ZZM_CN_4a0d1b96dd37,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-10-20,发布时间: 2022-10-20 15:00,0,normal_info,0.0,0,unassigned,unassigned,1,2022-10-20 15:00:00,page_publish_time,0.85,2022-10-20 15:00:00,2022-10-20 15:00:00,2022-10-20 15:00:00,proxy_page_publish_time,0.55
ZZM_CN_e1de8e214b80_TITLE_56c7d9c139,ZZM_CN_e1de8e214b80,TITLE,zzmetro.cn,zzmetro_cn_news,2022-10-16,中共郑州地铁集团有限公司委员会认真组织收听收看党的二十大开幕会 2022年10月16日，中国共产党第二十次全国代表大会在北京隆重开幕，习近平代表第十九届中央委员会向党的二十大作报告。为庆祝党和国家的这一盛事，深入学习领会党的二十大精神，公司领导班子成员、机关党委各支部书记、置业公司领导班子成员、运营分公司领导班子成员和各单位部门负责人等在调度中心25楼会议室和郑东车辆段培训楼多功能厅同步集中收看了,0,normal_info,0.6,0,unassigned,unassigned,0,2022-10-16 09:00:00,publish_date_only,0.35,2022-10-16 09:00:00,2022-10-16 13:10:00,2022-10-16 13:10:00,proxy_page_publish_time,0.55
ZZM_CN_e1de8e214b80_TITLE_LEAD_251439330e,ZZM_CN_e1de8e214b80,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-10-16,"中共郑州地铁集团有限公司委员会认真组织收听收看党的二十大开幕会 2022年10月16日，中国共产党第二十次全国代表大会在北京隆重开幕，习近平代表第十九届中央委员会向党的二十大作报告。为庆祝党和国家的这一盛事，深入学习领会党的二十大精神，公司领导班子成员、机关党委各支部书记、置业公司领导班子成员、运营分公司领导班子成员和各单位部门负责人等在调度中心25楼会议室和郑东车辆段培训楼多功能厅同步集中收看了
中共郑州地铁集团有限公司委员会认真组织收听收看党的二十大开幕会
阅读次数: 17617
发布时间: 2022-10-16 13:10",0,normal_info,0.6,0,unassigned,unassigned,0,2022-10-16 13:10:00,page_publish_time,0.85,2022-10-16 13:00:00,2022-10-16 13:10:00,2022-10-16 13:10:00,proxy_page_publish_time,0.55
ZZM_CN_e1de8e214b80_CHUNK_1_104b276ea7,ZZM_CN_e1de8e214b80,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-10-16,中共郑州地铁集团有限公司委员会认真组织收听收看党的二十大开幕会,0,normal_info,0.2,0,unassigned,unassigned,0,2022-10-16 09:00:00,publish_date_only,0.35,2022-10-16 09:00:00,2022-10-16 13:10:00,2022-10-16 13:10:00,proxy_page_publish_time,0.55
ZZM_CN_e1de8e214b80_CHUNK_3_9c9e682cf9,ZZM_CN_e1de8e214b80,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-10-16,发布时间: 2022-10-16 13:10,0,normal_info,0.0,0,unassigned,unassigned,1,2022-10-16 13:10:00,page_publish_time,0.85,2022-10-16 13:00:00,2022-10-16 13:10:00,2022-10-16 13:10:00,proxy_page_publish_time,0.55
ZZM_CN_8b3e5da1db92_TITLE_346cab15dd,ZZM_CN_8b3e5da1db92,TITLE,zzmetro.cn,zzmetro_cn_news,2022-10-15,绘就“人城共进”出彩气象 “喜迎二十大 · 奋进在郑州”网络主题活动圆满收官 历时50余天，由河南省委网信办、郑州市委宣传部指导，郑州市委网信办、郑州市国资委、郑州地铁集团有限公司主办，凤凰网河南频道承办的“喜迎二十大 奋进在郑州”网络主题宣传活动顺利收官，圆满画上句号。... 历时50余天，由河南省委网信办、郑州市委宣传部指导，郑州市委网信办、郑州市国资委、郑州地铁集团有限公司主办，凤凰网河南频,3,facility_equipment,0.2,0,unassigned,unassigned,0,2022-10-15 09:00:00,publish_date_only,0.35,2022-10-15 09:00:00,2022-10-15 13:26:00,2022-10-15 13:26:00,proxy_page_publish_time,0.55
ZZM_CN_8b3e5da1db92_TITLE_LEAD_6b80f25c65,ZZM_CN_8b3e5da1db92,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-10-15,"绘就“人城共进”出彩气象 “喜迎二十大 · 奋进在郑州”网络主题活动圆满收官 历时50余天，由河南省委网信办、郑州市委宣传部指导，郑州市委网信办、郑州市国资委、郑州地铁集团有限公司主办，凤凰网河南频道承办的“喜迎二十大 奋进在郑州”网络主题宣传活动顺利收官，圆满画上句号。... 历时50余天，由河南省委网信办、郑州市委宣传部指导，郑州市委网信办、郑州市国资委、郑州地铁集团有限公司主办，凤凰网河南频
绘就“人城共进”出彩气象 “喜迎二十大 · 奋进在郑州”网络主题活动圆满收官
阅读次数: 12319
发布时间: 2022-10-15 13:26",3,facility_equipment,0.2,0,unassigned,unassigned,0,2022-10-15 13:26:00,page_publish_time,0.85,2022-10-15 13:00:00,2022-10-15 13:26:00,2022-10-15 13:26:00,proxy_page_publish_time,0.55
ZZM_CN_8b3e5da1db92_CHUNK_1_823f34e580,ZZM_CN_8b3e5da1db92,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-10-15,绘就“人城共进”出彩气象 “喜迎二十大 · 奋进在郑州”网络主题活动圆满收官,3,facility_equipment,0.2,0,unassigned,unassigned,0,2022-10-15 09:00:00,publish_date_only,0.35,2022-10-15 09:00:00,2022-10-15 13:26:00,2022-10-15 13:26:00,proxy_page_publish_time,0.55
ZZM_CN_8b3e5da1db92_CHUNK_3_5b968ad413,ZZM_CN_8b3e5da1db92,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-10-15,发布时间: 2022-10-15 13:26,0,normal_info,0.0,0,unassigned,unassigned,1,2022-10-15 13:26:00,page_publish_time,0.85,2022-10-15 13:00:00,2022-10-15 13:26:00,2022-10-15 13:26:00,proxy_page_publish_time,0.55
ZZM_CN_8330a89c6bc0_TITLE_b05d4e27e1,ZZM_CN_8330a89c6bc0,TITLE,zzmetro.cn,zzmetro_cn_news,2022-10-13,公司召开领导干部会议 10月13日，公司召开领导干部会议，宣布市委决定：许振同志任郑州地铁集团有限公司党委书记、董事长。... 10月13日，公司召开领导干部会议，宣布市委决定：许振同志任郑州地铁集团有限公司党委书记、董事长。,0,normal_info,0.4,0,unassigned,unassigned,0,2022-10-13 09:00:00,publish_date_only,0.35,2022-10-13 09:00:00,2022-10-13 17:00:00,2022-10-13 17:00:00,proxy_page_publish_time,0.55
ZZM_CN_8330a89c6bc0_TITLE_LEAD_e471bd6c91,ZZM_CN_8330a89c6bc0,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-10-13,"公司召开领导干部会议 10月13日，公司召开领导干部会议，宣布市委决定：许振同志任郑州地铁集团有限公司党委书记、董事长。... 10月13日，公司召开领导干部会议，宣布市委决定：许振同志任郑州地铁集团有限公司党委书记、董事长。
公司召开领导干部会议
阅读次数: 21049
发布时间: 2022-10-13 17:00",0,normal_info,0.4,0,unassigned,unassigned,0,2022-10-13 17:00:00,page_publish_time,0.85,2022-10-13 17:00:00,2022-10-13 17:00:00,2022-10-13 17:00:00,proxy_page_publish_time,0.55
ZZM_CN_8330a89c6bc0_CHUNK_3_837d4b934c,ZZM_CN_8330a89c6bc0,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-10-13,发布时间: 2022-10-13 17:00,0,normal_info,0.0,0,unassigned,unassigned,1,2022-10-13 17:00:00,page_publish_time,0.85,2022-10-13 17:00:00,2022-10-13 17:00:00,2022-10-13 17:00:00,proxy_page_publish_time,0.55
ZZM_CN_0a548b6c79f1_TITLE_5393709e49,ZZM_CN_0a548b6c79f1,TITLE,zzmetro.cn,zzmetro_cn_news,2022-09-30,“6”光溢彩 活力无限 郑州地铁6号线一期首通段开通运营 郑州地铁6号线一期首通段于今日11点26分开通运营，为郑州西南片区市民提供更加便捷的公共交通出行方式。... 郑州地铁6号线一期首通段于今日11点26分开通运营，为郑州西南片区市民提供更加便捷的公共交通出行方式。,0,normal_info,0.2,0,unassigned,unassigned,0,2022-09-30 09:00:00,publish_date_only,0.35,2022-09-30 09:00:00,2022-09-30 08:00:00,2022-09-30 08:00:00,proxy_page_publish_time,0.55
ZZM_CN_0a548b6c79f1_TITLE_LEAD_e2c8e363ba,ZZM_CN_0a548b6c79f1,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-09-30,"“6”光溢彩 活力无限 郑州地铁6号线一期首通段开通运营 郑州地铁6号线一期首通段于今日11点26分开通运营，为郑州西南片区市民提供更加便捷的公共交通出行方式。... 郑州地铁6号线一期首通段于今日11点26分开通运营，为郑州西南片区市民提供更加便捷的公共交通出行方式。
“6”光溢彩 活力无限 郑州地铁6号线一期首通段开通运营
阅读次数: 53623
发布时间: 2022-09-30 08:00",0,normal_info,0.2,0,unassigned,unassigned,0,2022-09-30 08:00:00,page_publish_time,0.85,2022-09-30 08:00:00,2022-09-30 08:00:00,2022-09-30 08:00:00,proxy_page_publish_time,0.55
ZZM_CN_0a548b6c79f1_CHUNK_1_45f18a1a8c,ZZM_CN_0a548b6c79f1,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-09-30,“6”光溢彩 活力无限 郑州地铁6号线一期首通段开通运营,0,normal_info,0.2,0,unassigned,unassigned,0,2022-09-30 09:00:00,publish_date_only,0.35,2022-09-30 09:00:00,2022-09-30 08:00:00,2022-09-30 08:00:00,proxy_page_publish_time,0.55
ZZM_CN_0a548b6c79f1_CHUNK_3_e823e1b74d,ZZM_CN_0a548b6c79f1,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-09-30,发布时间: 2022-09-30 08:00,0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-30 08:00:00,page_publish_time,0.85,2022-09-30 08:00:00,2022-09-30 08:00:00,2022-09-30 08:00:00,proxy_page_publish_time,0.55
ZZM_CN_ae903fdc42f4_TITLE_62b8a018a5,ZZM_CN_ae903fdc42f4,TITLE,zzmetro.cn,zzmetro_cn_news,2022-09-19,【喜迎二十大•奋进在郑州】城市“上新”向美而行 绿城郑州尽是出彩新模样 从千年古都到现代新城，从小小郑县到省会郑州，从内陆城市到开放高地，从地铁空白到由线成网……郑州，这座欣欣向荣的国际之城，以蓬勃发展的姿态屹立于中原腹地。... 从千年古都到现代新城，从小小郑县到省会郑州，从内陆城市到开放高地，从地铁空白到由线成网……郑州，这座欣欣向荣的国际之城，以蓬勃发展的姿态屹立于中原腹地。,0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-19 09:00:00,publish_date_only,0.35,2022-09-19 09:00:00,2022-09-19 15:49:00,2022-09-19 15:49:00,proxy_page_publish_time,0.55
ZZM_CN_ae903fdc42f4_TITLE_LEAD_25fd00c89c,ZZM_CN_ae903fdc42f4,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-09-19,"【喜迎二十大•奋进在郑州】城市“上新”向美而行 绿城郑州尽是出彩新模样 从千年古都到现代新城，从小小郑县到省会郑州，从内陆城市到开放高地，从地铁空白到由线成网……郑州，这座欣欣向荣的国际之城，以蓬勃发展的姿态屹立于中原腹地。... 从千年古都到现代新城，从小小郑县到省会郑州，从内陆城市到开放高地，从地铁空白到由线成网……郑州，这座欣欣向荣的国际之城，以蓬勃发展的姿态屹立于中原腹地。
【喜迎二十大•奋进在郑州】城市“上新”向美而行 绿城郑州尽是出彩新模样
阅读次数: 11603
发布时间: 2022-09-19 15:49",0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-19 15:49:00,page_publish_time,0.85,2022-09-19 15:00:00,2022-09-19 15:49:00,2022-09-19 15:49:00,proxy_page_publish_time,0.55
ZZM_CN_ae903fdc42f4_CHUNK_1_4f08034fa2,ZZM_CN_ae903fdc42f4,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-09-19,【喜迎二十大•奋进在郑州】城市“上新”向美而行 绿城郑州尽是出彩新模样,0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-19 09:00:00,publish_date_only,0.35,2022-09-19 09:00:00,2022-09-19 15:49:00,2022-09-19 15:49:00,proxy_page_publish_time,0.55
ZZM_CN_ae903fdc42f4_CHUNK_3_173e2d9415,ZZM_CN_ae903fdc42f4,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-09-19,发布时间: 2022-09-19 15:49,0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-19 15:49:00,page_publish_time,0.85,2022-09-19 15:00:00,2022-09-19 15:49:00,2022-09-19 15:49:00,proxy_page_publish_time,0.55
ZZM_CN_8af169a4b037_TITLE_0ad0ad9d7f,ZZM_CN_8af169a4b037,TITLE,zzmetro.cn,zzmetro_cn_news,2022-09-11,【喜迎二十大•奋进在郑州】风华“郑”茂  夜经济点燃城市烟火 地铁作为串联郑州各区域的“血管”，加快了郑州的运转，加速郑州人前进的脚步。在城市轨道交通加持下，郑州的夜逐渐恢复生机。当夜经济成为当下的潮流，城市烟火气渐浓，城市更加美好，散发无限潜力。... 地铁作为串联郑州各区域的“血管”，加快了郑州的运转，加速郑州人前进的脚步。在城市轨道交通加持下，郑州的夜逐渐恢复生机。当夜经济成为当下的潮流，城,0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-11 09:00:00,publish_date_only,0.35,2022-09-11 09:00:00,2022-09-11 12:00:00,2022-09-11 12:00:00,proxy_page_publish_time,0.55
ZZM_CN_8af169a4b037_TITLE_LEAD_e8ccb2becc,ZZM_CN_8af169a4b037,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2022-09-11,"【喜迎二十大•奋进在郑州】风华“郑”茂  夜经济点燃城市烟火 地铁作为串联郑州各区域的“血管”，加快了郑州的运转，加速郑州人前进的脚步。在城市轨道交通加持下，郑州的夜逐渐恢复生机。当夜经济成为当下的潮流，城市烟火气渐浓，城市更加美好，散发无限潜力。... 地铁作为串联郑州各区域的“血管”，加快了郑州的运转，加速郑州人前进的脚步。在城市轨道交通加持下，郑州的夜逐渐恢复生机。当夜经济成为当下的潮流，城
【喜迎二十大•奋进在郑州】风华“郑”茂  夜经济点燃城市烟火
阅读次数: 10797
发布时间: 2022-09-11 12:00",0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-11 12:00:00,page_publish_time,0.85,2022-09-11 12:00:00,2022-09-11 12:00:00,2022-09-11 12:00:00,proxy_page_publish_time,0.55
ZZM_CN_8af169a4b037_CHUNK_1_409c7dcbba,ZZM_CN_8af169a4b037,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2022-09-11,【喜迎二十大•奋进在郑州】风华“郑”茂  夜经济点燃城市烟火,0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-11 09:00:00,publish_date_only,0.35,2022-09-11 09:00:00,2022-09-11 12:00:00,2022-09-11 12:00:00,proxy_page_publish_time,0.55
ZZM_CN_8af169a4b037_CHUNK_3_0ae5c1842d,ZZM_CN_8af169a4b037,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2022-09-11,发布时间: 2022-09-11 12:00,0,normal_info,0.0,0,unassigned,unassigned,1,2022-09-11 12:00:00,page_publish_time,0.85,2022-09-11 12:00:00,2022-09-11 12:00:00,2022-09-11 12:00:00,proxy_page_publish_time,0.55
ZZM_CN_4b011a28ba2d_TITLE_03aba11d6a,ZZM_CN_4b011a28ba2d,TITLE,zzmetro.cn,zzmetro_cn_news,2022-09-08,郑州市轨道交通郑州机场至许昌市域铁路工程今日起空载试运行 10时16分，随着列车从港区北车辆段鸣笛出发，向许昌东站方向驶去，标志着郑州机场至许昌市域铁路工程联调联试工作结束，开始空载试运行。... 10时16分，随着列车从港区北车辆段鸣笛出发，向许昌东站方向驶去，标志着郑州机场至许昌市域铁路工程联调联试工作结束，开始空载试运行。,0,normal_info,0.2,0,unassigned,unassigned,0,2022-09-08 09:00:00,publish_date_only,0.35,2022-09-08 09:00:00,2022-09-08 12:00:00,2022-09-08 12:00:00,proxy_page_publish_time,0.55
