doc_id,spatial_scope,line_mentions,label_name,severity,n_explicit_station_links,n_propagated_station_links
ZZM_CN_525174e7f8b2,station,,normal_info,0,1,0
ZZM_CN_8971103d930a,line,1号线|4号线,normal_info,0,0,56
ZZM_CN_b0335ed97e40,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9e3043198add,network_or_unknown,,normal_info,0,0,0
ZZM_CN_dae3793fa2f3,line,3号线,normal_info,0,0,25
ZZM_CN_578642c80f17,station,1号线,normal_info,0,1,29
ZZM_CN_ab996107ab8f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4634b66e49a8,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2cdf7cc23ae5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_56c5b7896e38,network_or_unknown,,normal_info,0,0,0
ZZM_CN_746c661aee39,line,5号线,normal_info,0,0,32
ZZM_CN_1c5a63c1f840,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f106b839172b,station,,normal_info,0,1,0
ZZM_CN_2651a31aaec5,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_a0d00417ff68,station,1号线,normal_info,0,2,30
ZZM_CN_d13dec9fd4e9,line,1号线,normal_info,0,0,30
ZZM_CN_51727445653c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0d5f0d9ca269,line,5号线,normal_info,0,0,32
ZZM_CN_1841837cea6d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4f20ebc4a4fe,line,5号线,normal_info,0,0,32
ZZM_CN_6b4f93fa808f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_97637b67fc1f,station,1号线,normal_info,0,1,29
ZZM_CN_c1eaf17dbfcb,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8df5f8e205b5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8fcf6cb69c9f,line,5号线,normal_info,0,0,32
ZZM_CN_14d95950d892,network_or_unknown,,normal_info,0,0,0
ZZM_CN_cea38acb2581,line,2号线,safety_emergency,2,0,22
ZZM_CN_a6408978b5b6,station,1号线|2号线,normal_info,0,1,50
ZZM_CN_0fc6a7585ec7,line,2号线,normal_info,0,0,22
ZZM_CN_a1a53fc5974e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d6b0972d459f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_dbba27010fe7,station,2号线,normal_info,0,2,20
ZZM_CN_66bd6b15ba7f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a91eff80dc41,line,2号线,normal_info,0,0,22
ZZM_CN_4267b867cca0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_72dbc782bbd9,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a844dee54b23,line,2号线,service_disruption,0,0,22
ZZM_CN_8bcef75988fd,line,2号线,normal_info,0,0,22
ZZM_CN_27d93b78fbfa,station,2号线,normal_info,0,1,21
ZZM_CN_1a104299f07b,line,1号线|2号线,normal_info,0,0,51
ZZM_CN_094fa120e624,network_or_unknown,,normal_info,0,0,0
ZZM_CN_157d8b06008a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f2f34d8b701b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d570f87dfe2c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_17f5a2bae858,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_d0eea0d91c73,network_or_unknown,,normal_info,0,0,0
ZZM_CN_facbb67f8387,line,1号线|2号线,normal_info,0,0,51
ZZM_CN_9e81827b3050,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ab214c96edbe,network_or_unknown,,normal_info,0,0,0
ZZM_CN_159f5f6e46eb,network_or_unknown,,normal_info,1,0,0
ZZM_CN_c4d27355c745,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e849021ee711,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a82face1880d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_52c33b181745,station,1号线,normal_info,0,2,28
ZZM_CN_d5d2dbd650b6,line,1号线,facility_equipment,0,0,30
ZZM_CN_d20a8c25fe0f,station,1号线,normal_info,0,1,29
ZZM_CN_3e9c31531392,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9691f0a9b3b1,station,1号线,normal_info,0,1,29
ZZM_CN_3f8a008eb1fe,line,3号线,normal_info,0,0,25
ZZM_CN_17aec10d24b2,network_or_unknown,,normal_info,0,0,0
ZZM_CN_133b1923ea5e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0eee6cd947cd,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3aa23e358ca9,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2ee3e386ffd9,network_or_unknown,,safety_emergency,2,0,0
ZZM_CN_8ecdc2f25a8e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_7effca1123f6,network_or_unknown,,normal_info,0,0,0
ZZM_CN_969b647ef701,network_or_unknown,,normal_info,0,0,0
ZZM_CN_165bdfb835ba,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0e4abb42f11b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_cea523e4c827,network_or_unknown,,normal_info,0,0,0
ZZM_CN_31ea08f65030,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bec26982022e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5201b74b3bfa,station,,normal_info,0,1,0
ZZM_CN_aeb47391b0d1,station,1号线,safety_emergency,3,2,29
ZZM_CN_7b5d55677a76,line,1号线,normal_info,0,0,30
ZZM_CN_cdb05b0f6c9a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8544c99d0b16,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2a99f2c52571,network_or_unknown,,normal_info,0,0,0
ZZM_CN_05dd54787563,station,,normal_info,0,1,0
ZZM_CN_22c0da835a5d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_28363310d14c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_47bac8666c8b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4a4a471f8965,network_or_unknown,,normal_info,0,0,0
ZZM_CN_87a34f3b2b30,line,1号线,normal_info,0,0,30
ZZM_CN_21a488096616,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4ce5950dc257,line,1号线,normal_info,0,0,30
ZZM_CN_3fcd40478016,line,1号线,normal_info,0,0,30
ZZM_CN_0a72307888f2,line,5号线,normal_info,0,0,32
ZZM_CN_34f0c4ec86bc,line,1号线,crowd_weather_external,2,0,30
ZZM_CN_aac20f4bdb25,network_or_unknown,,normal_info,0,0,0
ZZM_CN_88c93ae3ac35,line,1号线,normal_info,0,0,30
ZZM_CN_e39ca5f19ffe,network_or_unknown,,normal_info,0,0,0
ZZM_CN_99ea08ec1f08,network_or_unknown,,normal_info,0,0,0
ZZM_CN_62bc2ad72963,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a6dd29a92554,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_afb2732f5370,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9e2c61e7dac7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8ab33f00da86,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8636d4f7687e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_17436dd4f774,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2a6682efa87a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_003a147e9f73,network_or_unknown,,normal_info,0,0,0
ZZM_CN_eef6906eda6f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0d4f24ea48f4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e5480ba09307,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d50c32fda630,station,,normal_info,0,1,0
ZZM_CN_4696f60ab971,station,1号线,crowd_weather_external,1,1,29
ZZM_CN_a21df291b0d5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0aa89e5a2aaa,station,2号线,normal_info,0,1,21
ZZM_CN_d2697649eddb,network_or_unknown,,normal_info,0,0,0
ZZM_CN_640176815334,network_or_unknown,,normal_info,0,0,0
ZZM_CN_26b332404c7c,network_or_unknown,,safety_emergency,3,0,0
ZZM_CN_1a18006537ba,station,1号线,safety_emergency,2,1,29
ZZM_CN_e3ee4ef67d0f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1fbe702cdae7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0a089f49f5b1,station,,normal_info,0,1,0
ZZM_CN_f91f1b367a34,line,2号线|5号线,normal_info,3,0,52
ZZM_CN_82f2dc7f247e,line,1号线,normal_info,0,0,30
ZZM_CN_0b342ffe8183,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5236585bb71d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_fbfc4fd642d2,line,3号线,normal_info,0,0,25
ZZM_CN_485a12a37f2d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_67d37151d8f5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c39dde5e9a6d,station,1号线,normal_info,0,2,28
ZZM_CN_b3463f4155ad,line,1号线,normal_info,0,0,30
ZZM_CN_ea3f2cc25306,line,1号线,crowd_weather_external,0,0,30
ZZM_CN_dc8eebd10a11,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b24d936454c0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c5f4bf1ccb85,line,2号线,normal_info,0,0,22
ZZM_CN_fa722ccabf70,line,1号线,normal_info,0,0,30
ZZM_CN_2bfb0f3be3e1,network_or_unknown,,normal_info,0,0,0
ZZM_CN_7c8c977e8328,line,1号线,normal_info,0,0,30
ZZM_CN_787f3a97b918,line,1号线,normal_info,0,0,30
ZZM_CN_0f5c6e3a4817,line,1号线,normal_info,0,0,30
ZZM_CN_f62ccdce3b57,line,1号线,normal_info,0,0,30
ZZM_CN_41547ea24423,line,1号线,normal_info,0,0,30
ZZM_CN_0e58f075df4c,line,1号线,normal_info,0,0,30
ZZM_CN_d5c42dbe9452,line,1号线,normal_info,0,0,30
ZZM_CN_c619ce8712f3,line,1号线,normal_info,0,0,30
ZZM_CN_e372cb30580a,line,1号线,normal_info,0,0,30
ZZM_CN_d3c0cefdd356,network_or_unknown,,normal_info,0,0,0
ZZM_CN_af534222de53,line,1号线,facility_equipment,0,0,30
ZZM_CN_7b0d20bb36b0,line,1号线,normal_info,0,0,30
ZZM_CN_a92bba0dd8e2,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c14925204dfd,station,1号线,normal_info,0,1,29
ZZM_CN_fdc1ae785427,line,1号线,normal_info,0,0,30
ZZM_CN_b289c5b478f8,line,1号线,normal_info,0,0,30
ZZM_CN_99e0b9c67d20,line,1号线,normal_info,0,0,30
ZZM_CN_dfe3eee36e45,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ee1e344ad4b7,line,2号线,normal_info,0,0,22
ZZM_CN_2dd07e49a4d0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3f9135f42d56,station,1号线,normal_info,0,1,29
ZZM_CN_2c81f16ffe5d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_91ee2473c79b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ce3860176b62,network_or_unknown,,normal_info,0,0,0
ZZM_CN_46e04972956b,line,1号线,normal_info,0,0,30
ZZM_CN_1295b53662d3,line,2号线,normal_info,0,0,22
ZZM_CN_2946ce4335e1,line,1号线,normal_info,0,0,30
ZZM_CN_9cc2281f0863,station,,normal_info,0,3,0
ZZM_CN_470a75af9b97,station,1号线,normal_info,0,2,28
ZZM_CN_0324be639f1a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_07888babfa59,station,1号线,facility_equipment,0,2,29
ZZM_CN_b781696254be,line,1号线,normal_info,0,0,30
ZZM_CN_3c3e27b94c92,line,1号线,normal_info,0,0,30
ZZM_CN_db900199a990,line,2号线,normal_info,0,0,22
ZZM_CN_f2bb16b071e6,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_6a5a8ab98fb7,line,1号线,normal_info,0,0,30
ZZM_CN_1b50b4e1be10,network_or_unknown,,normal_info,0,0,0
ZZM_CN_46cd2f5d5a0a,station,1号线,normal_info,0,2,28
ZZM_CN_533bfcbcb3d4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9d50ace1a903,line,1号线,normal_info,0,0,30
ZZM_CN_dc0fc4ff0fdf,network_or_unknown,,normal_info,0,0,0
ZZM_CN_69e3d77f98bf,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6e6e575f171f,line,1号线,normal_info,0,0,30
ZZM_CN_e19374d3920a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f12e7f0ccb2b,line,1号线,facility_equipment,0,0,30
ZZM_CN_77396444e126,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4da6724eb650,station,1号线,normal_info,0,1,29
ZZM_CN_98064a31a98b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bdc8a45c5925,network_or_unknown,,normal_info,0,0,0
ZZM_CN_70df62c560c7,line,1号线,normal_info,0,0,30
ZZM_CN_1a7aab5f8ff9,station,1号线,normal_info,0,1,29
ZZM_CN_3365c1826ba1,line,1号线,normal_info,0,0,30
ZZM_CN_a160bce56d77,line,1号线,normal_info,0,0,30
ZZM_CN_7b4b664f3e1c,station,1号线,normal_info,0,1,29
ZZM_CN_fc1306cb44aa,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d7cef937986a,line,1号线,normal_info,0,0,30
ZZM_CN_7be373f7416b,line,1号线,normal_info,0,0,30
ZZM_CN_f699edea95f7,network_or_unknown,,safety_emergency,2,0,0
ZZM_CN_d8ff07a59847,network_or_unknown,,normal_info,0,0,0
ZZM_CN_36e3dc203d97,line,1号线,normal_info,0,0,30
ZZM_CN_f87d17995dff,line,1号线,facility_equipment,0,0,30
ZZM_CN_8b866117fa38,network_or_unknown,,normal_info,0,0,0
ZZM_CN_aa4362925c7d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0b2077459cc2,station,1号线,normal_info,0,1,29
ZZM_CN_9569dbdca877,network_or_unknown,,normal_info,0,0,0
ZZM_CN_123711d2f734,station,,normal_info,0,1,0
ZZM_CN_42e94640f1ac,station,1号线|2号线,normal_info,0,2,49
ZZM_CN_92074709d829,line,1号线,normal_info,0,0,30
ZZM_CN_09885ecc21f2,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e70a54ebdd67,line,1号线,normal_info,0,0,30
ZZM_CN_52aaac5e9dca,network_or_unknown,,normal_info,0,0,0
ZZM_CN_992e8f5f9ff3,line,1号线,normal_info,0,0,30
ZZM_CN_f7113164554d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c03a43feb8dd,network_or_unknown,,normal_info,0,0,0
ZZM_CN_da2bde5922fd,station,1号线,normal_info,0,3,27
ZZM_CN_d1eddc796e04,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ee6d65fd0313,network_or_unknown,,normal_info,0,0,0
ZZM_CN_dd07e8c3f7f6,network_or_unknown,,normal_info,0,0,0
ZZM_CN_43f7d70e79e8,network_or_unknown,,safety_emergency,3,0,0
ZZM_CN_f627bb0237e2,station,1号线|2号线,normal_info,0,2,49
ZZM_CN_596855bc4860,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3c9e5351c145,network_or_unknown,,safety_emergency,3,0,0
ZZM_CN_f00f6ca079ed,station,1号线,normal_info,0,1,29
ZZM_CN_3a33295278a2,line,1号线,normal_info,0,0,30
ZZM_CN_c04afdf6887c,station,1号线|2号线,normal_info,0,1,50
ZZM_CN_c5221adafbbb,network_or_unknown,,normal_info,0,0,0
ZZM_CN_aea3579492a4,line,1号线,normal_info,0,0,30
ZZM_CN_10f992bac1d4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f318ac9b82e7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c7f91d650938,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2d1ca062fc54,station,1号线,normal_info,0,1,29
ZZM_CN_954dd41a2eff,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e8f6667a6e15,network_or_unknown,,normal_info,0,0,0
ZZM_CN_fed93c044d1d,line,1号线,normal_info,0,0,30
ZZM_CN_88b95849a3f5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_400e7f842664,network_or_unknown,,normal_info,0,0,0
ZZM_CN_877f280f92c9,network_or_unknown,,normal_info,0,0,0
ZZM_CN_96e87000c6f9,line,1号线,normal_info,0,0,30
ZZM_CN_73d838ee48d3,station,1号线|2号线,normal_info,3,1,50
ZZM_CN_a4b396aebe44,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b0b5b651b26b,line,2号线,normal_info,0,0,22
ZZM_CN_5ec72a071a09,line,2号线,normal_info,0,0,22
ZZM_CN_a347bd39896f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c53cc61f30b3,line,2号线,normal_info,0,0,22
ZZM_CN_51d86eefcf4c,line,1号线,service_disruption,0,0,30
ZZM_CN_444a2dca4353,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1e3b07b7bf0e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4e5184d5f147,line,1号线,normal_info,0,0,30
ZZM_CN_6a048cfec89f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9074072e0a81,line,1号线|2号线,normal_info,0,0,51
ZZM_CN_be57297f6ff3,station,,normal_info,0,1,0
ZZM_CN_e4eb7f13c8d2,line,1号线,service_disruption,0,0,30
ZZM_CN_31691d8ff0a0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f066325eb004,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e86c47da2459,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c4f2f573926b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_323b30232056,network_or_unknown,,normal_info,0,0,0
ZZM_CN_80d01322ff70,line,4号线,normal_info,0,0,27
ZZM_CN_f691e4fb92eb,line,1号线,normal_info,0,0,30
ZZM_CN_c27e1fe456a2,station,2号线,normal_info,1,1,21
ZZM_CN_70c45d034e24,line,1号线,normal_info,3,0,30
ZZM_CN_1b3029c2ca34,line,1号线,service_disruption,0,0,30
ZZM_CN_2c1ca000e217,network_or_unknown,,normal_info,0,0,0
ZZM_CN_143e020128b7,line,1号线,normal_info,0,0,30
ZZM_CN_7edb3a89d2e4,line,1号线,normal_info,0,0,30
ZZM_CN_d2abe30cbb4f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_859fa63fa1bd,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b9f860b60647,line,1号线,normal_info,0,0,30
ZZM_CN_c2292ff04e73,line,1号线,normal_info,0,0,30
ZZM_CN_4c0c5cded10b,line,2号线,normal_info,0,0,22
ZZM_CN_5f641728f083,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2650fc036b7a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_acd8dae7222e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_31b62fac985e,line,1号线,normal_info,0,0,30
ZZM_CN_ba2fb1780f01,station,1号线,service_disruption,0,2,29
ZZM_CN_f80c9e11d8a4,line,2号线,normal_info,0,0,22
ZZM_CN_8fb8678a8374,line,1号线,normal_info,0,0,30
ZZM_CN_7eae2e6f6eaf,station,1号线,service_disruption,3,1,29
ZZM_CN_de39d90603ed,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b5925c23838f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d3f53ade75b8,network_or_unknown,,normal_info,0,0,0
ZZM_CN_874ac47f02fd,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8034af12b05c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b943cdc113db,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0752a21e4594,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_13c359099ac3,station,1号线,normal_info,0,1,29
ZZM_CN_0c121d1aa88c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5bc3202989cf,line,1号线,normal_info,0,0,30
ZZM_CN_df6d817bcec6,line,1号线,normal_info,0,0,30
ZZM_CN_20abf25bf571,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f36b08e40cea,network_or_unknown,,normal_info,0,0,0
ZZM_CN_af0d39ff0762,network_or_unknown,,normal_info,0,0,0
ZZM_CN_75b13b351662,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5bc46450e95c,line,2号线,normal_info,0,0,22
ZZM_CN_457d2cff8e93,line,1号线,normal_info,0,0,30
ZZM_CN_de7f79193489,station,1号线,normal_info,0,1,29
ZZM_CN_eefbc2919064,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e0fbaa87d4a5,station,1号线,normal_info,0,1,29
ZZM_CN_b1a324cd0ac2,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ab46d388bb99,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6e94f529536a,station,2号线,normal_info,0,1,21
ZZM_CN_3cf85cd380a6,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bf86ce1d54d7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_96aa7b19260c,station,1号线,normal_info,0,2,28
ZZM_CN_cbdd9649d484,station,,normal_info,0,1,0
ZZM_CN_28849a95b4b0,station,1号线,normal_info,0,1,29
ZZM_CN_5ee33b43a60b,station,1号线,normal_info,0,1,29
ZZM_CN_4680a4791db0,station,1号线,normal_info,0,2,28
ZZM_CN_41e341b4471b,line,2号线,normal_info,0,0,22
ZZM_CN_99dc780470eb,line,1号线,normal_info,0,0,30
ZZM_CN_735455a9220a,network_or_unknown,,normal_info,1,0,0
ZZM_CN_5cf23f8ba5bd,line,2号线,normal_info,0,0,22
ZZM_CN_c85037896f81,line,1号线,normal_info,0,0,30
ZZM_CN_82ff4f66471b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_45eb6161c71a,station,1号线|2号线,normal_info,0,3,49
ZZM_CN_6890c07f0746,line,1号线,normal_info,0,0,30
ZZM_CN_b8d9a5bc5ada,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2ff007ceb7df,line,1号线,normal_info,0,0,30
ZZM_CN_0840ef13a984,station,2号线,normal_info,0,1,21
ZZM_CN_ff52240b0945,line,1号线,normal_info,0,0,30
ZZM_CN_300f9d3f0944,network_or_unknown,,normal_info,0,0,0
ZZM_CN_59509a4867a6,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0621a969f279,station,,normal_info,0,1,0
ZZM_CN_ec4da00219b6,line,2号线,crowd_weather_external,0,0,22
ZZM_CN_4c0255acd562,line,1号线,normal_info,0,0,30
ZZM_CN_a7aeadfb7cbc,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b86eaceeb7b5,station,1号线,normal_info,0,1,30
ZZM_CN_54a9eecdc5d4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9bdfa4a13297,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a6efc90f6f89,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d8a6053875e5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6e48fe2770a5,line,1号线,normal_info,0,0,30
ZZM_CN_160b34833970,line,1号线,normal_info,0,0,30
ZZM_CN_57f2258ae886,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bcf7c2c633d3,station,1号线,normal_info,0,3,27
ZZM_CN_a0d221352028,line,1号线,normal_info,3,0,30
ZZM_CN_2ad683924c81,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a3621bad1309,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8683f6a9adb7,line,1号线,normal_info,0,0,30
ZZM_CN_8ea49413add8,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a92ee6baf9e4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_335c520241b3,line,2号线,normal_info,0,0,22
ZZM_CN_bb8a6da5c31e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_972364b79a64,line,1号线,normal_info,0,0,30
ZZM_CN_1939163de85f,station,1号线,normal_info,0,2,29
ZZM_CN_7a727cb34473,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a7d93e6e6d9b,line,2号线,normal_info,0,0,22
ZZM_CN_741d25d99f9f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_62283e78c3d8,station,1号线,normal_info,0,2,29
ZZM_CN_fcffa0bda05c,station,1号线,normal_info,0,1,29
ZZM_CN_c61f4191d717,station,1号线,normal_info,0,3,27
ZZM_CN_82a875f80131,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f520ee63014d,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_e40e84bfd95f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_63b596e94608,line,2号线,normal_info,0,0,22
ZZM_CN_b4d4786b9d28,network_or_unknown,,normal_info,0,0,0
ZZM_CN_15d04fb26477,network_or_unknown,,normal_info,0,0,0
ZZM_CN_231b2a7ff3b9,line,1号线,normal_info,0,0,30
ZZM_CN_cb59eb53fee4,station,1号线,normal_info,0,1,29
ZZM_CN_c197688a61c4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_dc0af7e895fa,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c0e4ce399cac,line,2号线,normal_info,0,0,22
ZZM_CN_933e316a5a68,line,1号线,normal_info,0,0,30
ZZM_CN_ab4a9a5bee46,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e9932e2cfb04,network_or_unknown,,normal_info,0,0,0
ZZM_CN_425018fd42b5,line,1号线,normal_info,0,0,30
ZZM_CN_0bc9e656c714,network_or_unknown,,safety_emergency,2,0,0
ZZM_CN_e89241a55bf2,station,1号线,normal_info,0,2,29
ZZM_CN_b50f96d17657,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ddd1f9724904,network_or_unknown,,normal_info,0,0,0
ZZM_CN_fe210f193d0d,station,2号线,normal_info,0,1,21
ZZM_CN_d05b651df386,line,2号线,normal_info,0,0,22
ZZM_CN_2eb3d7fcb2cd,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5909c542b659,line,1号线,normal_info,0,0,30
ZZM_CN_174cec803b88,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3a3dd8a5572d,line,1号线,normal_info,0,0,30
ZZM_CN_ee7d42c45185,line,1号线,normal_info,0,0,30
ZZM_CN_0ff7131adce6,station,1号线,service_disruption,0,2,29
ZZM_CN_f08d9f28e57a,station,1号线,normal_info,0,1,30
ZZM_CN_71c85a95f441,station,1号线,normal_info,0,2,29
ZZM_CN_960e1e8a1f8e,line,2号线,normal_info,0,0,22
ZZM_CN_871e8a27f44f,line,1号线,normal_info,0,0,30
ZZM_CN_c4c0dfae3ef0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_dcc3349d2085,line,1号线,normal_info,0,0,30
ZZM_CN_703cbcb0257f,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_3a63dca3dfb9,line,1号线,normal_info,0,0,30
ZZM_CN_7d25b4e21bc5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ddd552ae4646,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0f1b0760cd88,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c5deeab2318d,line,1号线,service_disruption,0,0,30
ZZM_CN_cf2482cc8e6b,station,1号线,normal_info,0,1,29
ZZM_CN_8f042449e8fe,station,1号线,normal_info,0,3,29
ZZM_CN_0fda20b3e3eb,line,1号线,normal_info,0,0,30
ZZM_CN_7dca6dae9591,line,1号线,normal_info,0,0,30
ZZM_CN_aadd93cc9562,station,,safety_emergency,3,1,0
ZZM_CN_f74220d4df9a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1df6012afa5d,line,1号线,normal_info,0,0,30
ZZM_CN_899cbfe00a56,network_or_unknown,,normal_info,0,0,0
